"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","source","id","type"
"Does government debt impede firm innovation? Evidence from the rise of LGFVs in China","Jianyong Fan; Yu Liu; Qi Zhang; Peng Zhao","2022","Journal of Banking & Finance","97","False","","https://doi.org/10.1016/j.jbankfin.2022.106475","","cites: ACW2004_JF","https://openalex.org/W4221103906","article"
"Where Did All the Dollars Go? The Effect of Cash Flows on Capital and Asset Structure","Sudipto Dasgupta; Thomas H. Noe; Zhen Wang","2011","Journal of Financial and Quantitative Analysis","97","False","","https://doi.org/10.1017/s0022109011000512","Abstract This paper documents the short- and long-term balance sheet effect of cash flows. We show that cash savings in the short run and debt reduction in both the short and the long run account for a substantial fraction of cash flow use. Although, in the long run, investment exhibits substantial sensitivity to cash flows, investment does not absorb the entire cash flow shock. In fact, the tighter the financial constraints, the smaller the fraction of cash flow absorbed by investment and the more by leverage reduction. Firms stage their response to increases in cash flow, delaying investment while building up cash stocks and reducing leverage. These results suggest that much of the short-run economic effect of cash flow shocks to the corporate sector may be channeled into the corporate debt market rather than the capital goods market, especially when financing constraints tighten.","cites: ACW2004_JF","https://openalex.org/W3122228147","article"
"The Loan Covenant Channel: How Bank Health Transmits to the Real Economy","Gabriel Chodorow-Reich; Antonio Falato","2017","National Bureau of Economic Research","96","True","https://doi.org/10.3386/w23879","https://doi.org/10.3386/w23879","We document the importance of covenant violations in transmitting bank health to non-financial firms using a new supervisory data set of bank loans. Roughly one-third of loans in our data breach a covenant during the 2008-09 period, providing lenders the opportunity to force a renegotiation of loan terms or to accelerate repayment of otherwise long-term credit. Lenders in worse health are more likely to force a reduction in the loan commitment following a violation. The reduction in credit to borrowers who violate a covenant accounts for the majority of the cross-sectional variation in credit supply during the 2008-09 crisis.","cites: ACW2004_JF","https://openalex.org/W2611435846","report"
"Measuring the value of intangibles","Saskia Clausen; Stefan Hirth","2016","Journal of Corporate Finance","95","False","","https://doi.org/10.1016/j.jcorpfin.2016.07.012","","cites: ACW2004_JF","https://openalex.org/W2479815982","article"
"Real Effects of the Sovereign Debt Crisis in Europe: Evidence from Syndicated Loans","Viral V. Acharya; Tim Eisert; Christian Eufinger; Christian Hirsch","2015","SSRN Electronic Journal","95","True","https://doi.org/10.2139/ssrn.2612855","https://doi.org/10.2139/ssrn.2612855","","cites: ACW2004_JF","https://openalex.org/W94422859","article"
"The effect of cash holdings on firm performance in large Italian companies","Maurizio La Rocca; Domenico Rocco Cambrea","2018","Journal of International Financial Management and Accounting","94","True","http://hdl.handle.net/11380/1272010","https://doi.org/10.1111/jifm.12090","Abstract This paper examines the relationship between cash holdings and performance in Italy over 36 years. Specifically, in light of the presence of conflicting evidence concerning the worth of cash stock, which could lead to a positive effect rather than a negative one, the role of moderating factors that can shape the magnitude of this relationship is investigated. The results show that the value of cash holdings is affected by firm‐specific characteristics, as well as factors related to the institutional context. Although other studies have analyzed moderators one at a time, this is the first work to consider how they jointly work. When the moderators are considered together, some of them become no longer statistically significant while others become even more economically and statistically relevant.","cites: ACW2004_JF","https://openalex.org/W2897000648","article"
"Tax Loss Carrybacks: Investment Stimulus versus Misallocation","Inga Bethmann; Martin Jacob; Maximilian A. Müller","2017","The Accounting Review","94","False","","https://doi.org/10.2308/accr-51956","ABSTRACT Tax regimes treat losses and profits asymmetrically when profits are immediately taxed, but losses are not immediately refunded. We find that treating losses less asymmetrically by granting refunds less restrictively increases loss firms' investment: A third of the refund is invested and the rest is held as cash or returned to shareholders. However, the investment response is driven primarily by firms prone to engage in risky overinvestment. Consistent with the risk of misallocation, we find a delayed exit of low-productivity loss firms receiving less restrictive refunds, indicating potential distortion of the competitive selection of firms. This distortion also negatively affects aggregate output and productivity. Our results suggest that stimulating loss firms' investment with refunds unconditional on their future prospects comes at the risk of misallocation. JEL Classifications: G31; H21; H25.","cites: ACW2004_JF","https://openalex.org/W3124289079","article"
"Is cash the panacea of the COVID-19 pandemic: Evidence from corporate performance","Michael Zheng","2021","Finance research letters","94","True","https://www.ncbi.nlm.nih.gov/pmc/articles/8856885","https://doi.org/10.1016/j.frl.2021.102151","","cites: ACW2004_JF","https://openalex.org/W3164091106","article"
"Investment-Cash Flow Sensitivity Cannot Be a Good Measure of Financial Constraints: Evidence from the Time Series","Huafeng Chen; Shaojun Jenny Chen","2011","SSRN Electronic Journal","93","True","https://doi.org/10.2139/ssrn.1787256","https://doi.org/10.2139/ssrn.1787256","","cites: ACW2004_JF","https://openalex.org/W2127837986","article"
"Rising Intangible Capital, Shrinking Debt Capacity, and the US Corporate Savings Glut","Antonio Falato; Dalida Kadyrzhanova; Jae Sim","2013","SSRN Electronic Journal","93","True","https://doi.org/10.2139/ssrn.2350863","https://doi.org/10.2139/ssrn.2350863","","cites: ACW2004_JF","https://openalex.org/W3121762548","article"
"Asymmetric cash flow sensitivity of cash holdings","Dichu Bao; Kam C. Chan; Weining Zhang","2012","Journal of Corporate Finance","92","True","https://figshare.com/articles/journal_contribution/Asymmetric_cash_flow_sensitivity_of_cash_holdings/20684626","https://doi.org/10.1016/j.jcorpfin.2012.05.003","","cites: ACW2004_JF","https://openalex.org/W1967633813","article"
"Which investments do firms protect? Liquidity management and real adjustments when access to finance falls sharply","James Robert Brown; Bruce C. Petersen","2014","Journal of Financial Intermediation","92","False","","https://doi.org/10.1016/j.jfi.2014.03.002","","cites: ACW2004_JF","https://openalex.org/W3123644185","article"
"Roadblock to Innovation: The Role of Patent Litigation in Corporate R&amp;D","Filippo Mezzanotti","2021","Management Science","92","False","","https://doi.org/10.1287/mnsc.2020.3816","I examine how patent enforcement affects corporate research and development (R&amp;D), exploiting the legal changes induced by the Supreme Court decision eBay v. MercExchange. This ruling increased courts’ flexibility in remedying patent cases and effectively lowered the potential costs of patent litigation for defendants. For identification, I compare innovative activity across firms differentially exposed to patent litigation before the ruling. Across several measures, I find that the decision led to a general increase in innovation. This result confirms that the changes in enforcement induced by the ruling reduced some of the distortions caused by patent litigation. Exploring the channels, I show that patent litigation negatively affects investment because it lowers the returns from R&amp;D and exacerbates its financing constraints. This paper was accepted by Gustavo Manso, finance.","cites: ACW2004_JF","https://openalex.org/W3128160828","article"
